,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile,nb_features
13,False,False,MLP,PC 15:0-18:1,CMBT,negative,6,RandomForest,0.8333333333333333,58
14,False,False,MLP,PE 18:0-20:4,CMBT,negative,6,RandomForest,0.8333333333333333,58
15,False,False,MLP,Palmitic acid,CMBT,negative,6,RandomForest,0.8333333333333333,58
0,True,True,MLP,Pantothenic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
1,True,False,MLP,Phosphoenolpyruvic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
2,True,False,MLP,Quinolinic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
3,True,True,MLP,Succinic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
4,False,False,MLP,Phenylalanine,CMBT,negative,7,RandomForest,0.8333333333333333,58
5,False,False,MLP,Phosphocreatine,CMBT,negative,7,RandomForest,0.8333333333333333,58
6,False,False,MLP,Proline,CMBT,negative,7,RandomForest,0.8333333333333333,58
7,False,False,MLP,Propionylcarnitine,CMBT,negative,7,RandomForest,0.8333333333333333,58
8,False,False,MLP,Putrescine,CMBT,negative,7,RandomForest,0.8333333333333333,58
9,False,False,MLP,Pyridoxine,CMBT,negative,7,RandomForest,0.8333333333333333,58
10,False,False,MLP,Pyruvic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
11,False,False,MLP,Retinoic acid,CMBT,negative,7,RandomForest,0.8333333333333333,58
12,False,True,MLP,Riboflavin,CMBT,negative,7,RandomForest,0.8333333333333333,58
13,False,False,MLP,Ribulose,CMBT,negative,7,RandomForest,0.8333333333333333,58
14,False,False,MLP,Ribulose 5-phosphate,CMBT,negative,7,RandomForest,0.8333333333333333,58
0,True,False,MLP,Sulfo GalCer 18:0(2S-OH),CMBT,negative,8,RandomForest,0.8333333333333333,58
1,True,False,MLP,Taurine,CMBT,negative,8,RandomForest,0.8333333333333333,58
2,True,False,MLP,Taurocholic acid,CMBT,negative,8,RandomForest,0.8333333333333333,58
3,True,False,MLP,Uracil,CMBT,negative,8,RandomForest,0.8333333333333333,58
4,False,False,MLP,S-Adenosylhomocysteine,CMBT,negative,8,RandomForest,0.8333333333333333,58
5,False,False,MLP,SM d18:1-16:0,CMBT,negative,8,RandomForest,0.8333333333333333,58
6,False,False,MLP,Serine,CMBT,negative,8,RandomForest,0.8333333333333333,58
7,False,False,MLP,Serotonin,CMBT,negative,8,RandomForest,0.8333333333333333,58
8,False,False,MLP,Spermidine,CMBT,negative,8,RandomForest,0.8333333333333333,58
9,False,False,MLP,TG 15:0-18:1-15:0,CMBT,negative,8,RandomForest,0.8333333333333333,58
10,False,True,MLP,Tetrahydrofolic acid,CMBT,negative,8,RandomForest,0.8333333333333333,58
11,False,False,MLP,Thiamine,CMBT,negative,8,RandomForest,0.8333333333333333,58
12,False,False,MLP,Thymine,CMBT,negative,8,RandomForest,0.8333333333333333,58
13,False,False,MLP,Tryptophan,CMBT,negative,8,RandomForest,0.8333333333333333,58
0,True,True,MLP,Ureidosuccinic acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
1,True,False,MLP,Uridine,CMBT,negative,9,RandomForest,0.8333333333333333,58
2,True,False,MLP,Uridine diphosphate glucose,CMBT,negative,9,RandomForest,0.8333333333333333,58
3,True,False,MLP,cis-Aconitic acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
4,False,False,MLP,Tyrosine,CMBT,negative,9,RandomForest,0.8333333333333333,58
5,False,False,MLP,Uric acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
6,False,False,MLP,Uridine diphosphate,CMBT,negative,9,RandomForest,0.8333333333333333,58
7,False,False,MLP,Uridine diphosphate glucuronic acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
8,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,CMBT,negative,9,RandomForest,0.8333333333333333,58
9,False,True,MLP,Urocanic acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
10,False,False,MLP,Valine,CMBT,negative,9,RandomForest,0.8333333333333333,58
11,False,True,MLP,Xanthine,CMBT,negative,9,RandomForest,0.8333333333333333,58
12,False,False,MLP,gamma-Aminobutyric acid,CMBT,negative,9,RandomForest,0.8333333333333333,58
13,False,False,MLP,myo-Inositol,CMBT,negative,9,RandomForest,0.8333333333333333,58
0,True,False,MLP,2-Oxoglutaric acid,CMBT,negative,0,RandomForest,1.0,1
1,True,False,MLP,3-Hydroxymethylglutaric acid,CMBT,negative,0,RandomForest,1.0,1
2,True,False,MLP,"4,5-Dihydroorotic acid",CMBT,negative,0,RandomForest,1.0,1
3,True,False,MLP,Asparagine,CMBT,negative,0,RandomForest,1.0,1
4,True,False,MLP,Aspartic acid,CMBT,negative,0,RandomForest,1.0,1
5,False,False,MLP,3-Hydroxyanthranilic acid,CMBT,negative,0,RandomForest,1.0,1
6,False,False,MLP,3-Phosphoglyceric acid,CMBT,negative,0,RandomForest,1.0,1
7,False,False,MLP,4-Hydroxyproline,CMBT,negative,0,RandomForest,1.0,1
8,False,False,MLP,5-Hydroxyindoleacetic acid,CMBT,negative,0,RandomForest,1.0,1
9,False,False,MLP,6-Phosphogluconic acid,CMBT,negative,0,RandomForest,1.0,1
10,False,False,MLP,Acetoacetic acid,CMBT,negative,0,RandomForest,1.0,1
11,False,False,MLP,Acetyl-CoA,CMBT,negative,0,RandomForest,1.0,1
12,False,False,MLP,Acetylcarnitine,CMBT,negative,0,RandomForest,1.0,1
13,False,False,MLP,Acetylcholine,CMBT,negative,0,RandomForest,1.0,1
14,False,False,MLP,Adenine,CMBT,negative,0,RandomForest,1.0,1
15,False,False,MLP,Adenosine diphosphate,CMBT,negative,0,RandomForest,1.0,1
0,True,False,MLP,Biotin,CMBT,negative,1,RandomForest,1.0,1
1,True,True,MLP,Cardiolipin 18:1,CMBT,negative,1,RandomForest,1.0,1
2,True,False,MLP,Carnosine,CMBT,negative,1,RandomForest,1.0,1
3,True,True,MLP,Cer d8:1/22:0 Cer,CMBT,negative,1,RandomForest,1.0,1
4,True,False,MLP,Citric acid,CMBT,negative,1,RandomForest,1.0,1
5,False,False,MLP,Adenosine monophosphate,CMBT,negative,1,RandomForest,1.0,1
6,False,False,MLP,Agmatine,CMBT,negative,1,RandomForest,1.0,1
7,False,False,MLP,Arginine,CMBT,negative,1,RandomForest,1.0,1
8,False,False,MLP,Argininosuccinic acid,CMBT,negative,1,RandomForest,1.0,1
9,False,False,MLP,Ascorbic acid,CMBT,negative,1,RandomForest,1.0,1
10,False,False,MLP,Butyric acid,CMBT,negative,1,RandomForest,1.0,1
11,False,False,MLP,Carnitine,CMBT,negative,1,RandomForest,1.0,1
12,False,True,MLP,Cholecalciferol,CMBT,negative,1,RandomForest,1.0,1
13,False,False,MLP,Cholic acid,CMBT,negative,1,RandomForest,1.0,1
14,False,False,MLP,Choline,CMBT,negative,1,RandomForest,1.0,1
15,False,False,MLP,Coenzyme A,CMBT,negative,1,RandomForest,1.0,1
0,True,False,MLP,Citrulline,CMBT,negative,2,RandomForest,1.0,1
1,True,False,MLP,Flavin adenine dinucleotide,CMBT,negative,2,RandomForest,1.0,1
2,True,False,MLP,Flavin mononucleotide,CMBT,negative,2,RandomForest,1.0,1
3,True,False,MLP,Folic acid,CMBT,negative,2,RandomForest,1.0,1
4,True,True,MLP,Fumaric acid,CMBT,negative,2,RandomForest,1.0,1
5,False,False,MLP,Creatine,CMBT,negative,2,RandomForest,1.0,1
6,False,False,MLP,Creatinine,CMBT,negative,2,RandomForest,1.0,1
7,False,False,MLP,Cyclic adenosine monophosphate,CMBT,negative,2,RandomForest,1.0,1
8,False,False,MLP,Cysteine,CMBT,negative,2,RandomForest,1.0,1
9,False,False,MLP,Cystine,CMBT,negative,2,RandomForest,1.0,1
10,False,False,MLP,Cytidine,CMBT,negative,2,RandomForest,1.0,1
11,False,False,MLP,Cytidine monophosphate,CMBT,negative,2,RandomForest,1.0,1
12,False,False,MLP,Cytosine,CMBT,negative,2,RandomForest,1.0,1
13,False,False,MLP,Dihydroxyacetone,CMBT,negative,2,RandomForest,1.0,1
14,False,False,MLP,Dihydroxyacetone phosphate,CMBT,negative,2,RandomForest,1.0,1
15,False,False,MLP,Dopamine,CMBT,negative,2,RandomForest,1.0,1
0,True,True,MLP,GM3 Ganglioside 18:0,CMBT,negative,3,RandomForest,1.0,1
1,True,False,MLP,Gluconic acid,CMBT,negative,3,RandomForest,1.0,1
2,True,False,MLP,Glucosyl cholesterol,CMBT,negative,3,RandomForest,1.0,1
3,True,False,MLP,Glutamic acid,CMBT,negative,3,RandomForest,1.0,1
4,True,False,MLP,Histidine,CMBT,negative,3,RandomForest,1.0,1
5,False,False,MLP,Epinephrine,CMBT,negative,3,RandomForest,1.0,1
6,False,False,MLP,Estradiol,CMBT,negative,3,RandomForest,1.0,1
7,False,False,MLP,"Fructose 1,6-bisphosphate",CMBT,negative,3,RandomForest,1.0,1
8,False,True,MLP,GlcCer d18:1/18:0,CMBT,negative,3,RandomForest,1.0,1
9,False,False,MLP,Glucosamine,CMBT,negative,3,RandomForest,1.0,1
10,False,False,MLP,Glucosamine 6-phosphate,CMBT,negative,3,RandomForest,1.0,1
11,False,False,MLP,Glucose,CMBT,negative,3,RandomForest,1.0,1
12,False,False,MLP,Glucose 6-phosphate,CMBT,negative,3,RandomForest,1.0,1
13,False,False,MLP,Glutamine,CMBT,negative,3,RandomForest,1.0,1
14,False,False,MLP,Glutathione,CMBT,negative,3,RandomForest,1.0,1
15,False,False,MLP,Glycerol 3-phosphate,CMBT,negative,3,RandomForest,1.0,1
0,True,False,MLP,Kynurenic acid,CMBT,negative,4,RandomForest,1.0,1
1,True,True,MLP,Lyso PA 18:1,CMBT,negative,4,RandomForest,1.0,1
2,True,False,MLP,Lyso PG 16:0,CMBT,negative,4,RandomForest,1.0,1
3,True,True,MLP,Lyso PI 17:1,CMBT,negative,4,RandomForest,1.0,1
4,True,True,MLP,Lyso PS 17:1,CMBT,negative,4,RandomForest,1.0,1
5,False,False,MLP,Glycerophosphocholine,CMBT,negative,4,RandomForest,1.0,1
6,False,False,MLP,Glycine,CMBT,negative,4,RandomForest,1.0,1
7,False,False,MLP,Guanine,CMBT,negative,4,RandomForest,1.0,1
8,False,False,MLP,Histamine,CMBT,negative,4,RandomForest,1.0,1
9,False,False,MLP,Homocysteine,CMBT,negative,4,RandomForest,1.0,1
10,False,False,MLP,Hypoxanthine,CMBT,negative,4,RandomForest,1.0,1
11,False,False,MLP,Kynurenine,CMBT,negative,4,RandomForest,1.0,1
12,False,False,MLP,L-Dopa,CMBT,negative,4,RandomForest,1.0,1
13,False,False,MLP,Lactic acid,CMBT,negative,4,RandomForest,1.0,1
14,False,False,MLP,Lyso PC 15:0,CMBT,negative,4,RandomForest,1.0,1
15,False,False,MLP,Lyso PE 18:0,CMBT,negative,4,RandomForest,1.0,1
0,True,False,MLP,Malic acid,CMBT,negative,5,RandomForest,1.0,1
1,True,False,MLP,N-Acetylaspartic acid,CMBT,negative,5,RandomForest,1.0,1
2,True,False,MLP,N-Acetylaspartylglutamic acid,CMBT,negative,5,RandomForest,1.0,1
3,True,False,MLP,N-Acetylglucosamine,CMBT,negative,5,RandomForest,1.0,1
4,True,True,MLP,PG 16:0-18:1,CMBT,negative,5,RandomForest,1.0,1
5,False,False,MLP,Malonic acid,CMBT,negative,5,RandomForest,1.0,1
6,False,False,MLP,Melatonin,CMBT,negative,5,RandomForest,1.0,1
7,False,False,MLP,Methionine,CMBT,negative,5,RandomForest,1.0,1
8,False,False,MLP,Mevalonic acid,CMBT,negative,5,RandomForest,1.0,1
9,False,False,MLP,Myo-inositol 1-phosphate,CMBT,negative,5,RandomForest,1.0,1
10,False,False,MLP,N-Acetylgalactosamine 6-phosphate,CMBT,negative,5,RandomForest,1.0,1
11,False,False,MLP,"N6,N6,N6-Trimethyllysine",CMBT,negative,5,RandomForest,1.0,1
12,False,False,MLP,Niacinamide,CMBT,negative,5,RandomForest,1.0,1
13,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),CMBT,negative,5,RandomForest,1.0,1
14,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",CMBT,negative,5,RandomForest,1.0,1
15,False,False,MLP,Nicotinamide riboside,CMBT,negative,5,RandomForest,1.0,1
0,True,True,MLP,PI 16:0-18:1,CMBT,negative,6,RandomForest,1.0,1
1,True,True,MLP,PI(5)P 18:1,CMBT,negative,6,RandomForest,1.0,1
2,True,True,MLP,PS (POPS) 16:0-18:1,CMBT,negative,6,RandomForest,1.0,1
3,True,False,MLP,Palmitoyl-CoA,CMBT,negative,6,RandomForest,1.0,1
4,True,False,MLP,Pantetheine,CMBT,negative,6,RandomForest,1.0,1
5,False,False,MLP,Nicotinamide ribotide,CMBT,negative,6,RandomForest,1.0,1
6,False,False,MLP,Nicotinic acid,CMBT,negative,6,RandomForest,1.0,1
7,False,False,MLP,Ornithine,CMBT,negative,6,RandomForest,1.0,1
8,False,False,MLP,Orotic acid,CMBT,negative,6,RandomForest,1.0,1
9,False,False,MLP,Oxalacetic acid,CMBT,negative,6,RandomForest,1.0,1
10,False,False,MLP,Oxidized glutathione,CMBT,negative,6,RandomForest,1.0,1
11,False,True,MLP,PA 16:0-18:1,CMBT,negative,6,RandomForest,1.0,1
12,False,True,MLP,PC (O) C16-18:1,CMBT,negative,6,RandomForest,1.0,1
13,False,True,MLP,PC 15:0-18:1,CMBT,negative,6,RandomForest,1.0,1
14,False,True,MLP,PE 18:0-20:4,CMBT,negative,6,RandomForest,1.0,1
15,False,False,MLP,Palmitic acid,CMBT,negative,6,RandomForest,1.0,1
0,True,False,MLP,Pantothenic acid,CMBT,negative,7,RandomForest,1.0,1
1,True,False,MLP,Phosphoenolpyruvic acid,CMBT,negative,7,RandomForest,1.0,1
2,True,False,MLP,Quinolinic acid,CMBT,negative,7,RandomForest,1.0,1
3,True,False,MLP,Succinic acid,CMBT,negative,7,RandomForest,1.0,1
4,False,False,MLP,Phenylalanine,CMBT,negative,7,RandomForest,1.0,1
5,False,False,MLP,Phosphocreatine,CMBT,negative,7,RandomForest,1.0,1
6,False,False,MLP,Proline,CMBT,negative,7,RandomForest,1.0,1
7,False,False,MLP,Propionylcarnitine,CMBT,negative,7,RandomForest,1.0,1
8,False,False,MLP,Putrescine,CMBT,negative,7,RandomForest,1.0,1
9,False,False,MLP,Pyridoxine,CMBT,negative,7,RandomForest,1.0,1
10,False,False,MLP,Pyruvic acid,CMBT,negative,7,RandomForest,1.0,1
11,False,True,MLP,Retinoic acid,CMBT,negative,7,RandomForest,1.0,1
12,False,False,MLP,Riboflavin,CMBT,negative,7,RandomForest,1.0,1
13,False,False,MLP,Ribulose,CMBT,negative,7,RandomForest,1.0,1
14,False,False,MLP,Ribulose 5-phosphate,CMBT,negative,7,RandomForest,1.0,1
0,True,True,MLP,Sulfo GalCer 18:0(2S-OH),CMBT,negative,8,RandomForest,1.0,1
1,True,False,MLP,Taurine,CMBT,negative,8,RandomForest,1.0,1
2,True,False,MLP,Taurocholic acid,CMBT,negative,8,RandomForest,1.0,1
3,True,False,MLP,Uracil,CMBT,negative,8,RandomForest,1.0,1
4,False,False,MLP,S-Adenosylhomocysteine,CMBT,negative,8,RandomForest,1.0,1
5,False,True,MLP,SM d18:1-16:0,CMBT,negative,8,RandomForest,1.0,1
6,False,False,MLP,Serine,CMBT,negative,8,RandomForest,1.0,1
7,False,False,MLP,Serotonin,CMBT,negative,8,RandomForest,1.0,1
8,False,False,MLP,Spermidine,CMBT,negative,8,RandomForest,1.0,1
9,False,True,MLP,TG 15:0-18:1-15:0,CMBT,negative,8,RandomForest,1.0,1
10,False,False,MLP,Tetrahydrofolic acid,CMBT,negative,8,RandomForest,1.0,1
11,False,False,MLP,Thiamine,CMBT,negative,8,RandomForest,1.0,1
12,False,False,MLP,Thymine,CMBT,negative,8,RandomForest,1.0,1
13,False,False,MLP,Tryptophan,CMBT,negative,8,RandomForest,1.0,1
0,True,False,MLP,Ureidosuccinic acid,CMBT,negative,9,RandomForest,1.0,1
1,True,False,MLP,Uridine,CMBT,negative,9,RandomForest,1.0,1
2,True,False,MLP,Uridine diphosphate glucose,CMBT,negative,9,RandomForest,1.0,1
3,True,True,MLP,cis-Aconitic acid,CMBT,negative,9,RandomForest,1.0,1
4,False,False,MLP,Tyrosine,CMBT,negative,9,RandomForest,1.0,1
5,False,False,MLP,Uric acid,CMBT,negative,9,RandomForest,1.0,1
6,False,False,MLP,Uridine diphosphate,CMBT,negative,9,RandomForest,1.0,1
7,False,False,MLP,Uridine diphosphate glucuronic acid,CMBT,negative,9,RandomForest,1.0,1
8,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,CMBT,negative,9,RandomForest,1.0,1
9,False,True,MLP,Urocanic acid,CMBT,negative,9,RandomForest,1.0,1
10,False,False,MLP,Valine,CMBT,negative,9,RandomForest,1.0,1
11,False,False,MLP,Xanthine,CMBT,negative,9,RandomForest,1.0,1
12,False,False,MLP,gamma-Aminobutyric acid,CMBT,negative,9,RandomForest,1.0,1
13,False,False,MLP,myo-Inositol,CMBT,negative,9,RandomForest,1.0,1
0,True,False,MLP,2-Oxoglutaric acid,CMBT,negative,0,kendall,0.0,339
1,True,False,MLP,3-Hydroxymethylglutaric acid,CMBT,negative,0,kendall,0.0,339
2,True,False,MLP,"4,5-Dihydroorotic acid",CMBT,negative,0,kendall,0.0,339
3,True,False,MLP,Asparagine,CMBT,negative,0,kendall,0.0,339
4,True,True,MLP,Aspartic acid,CMBT,negative,0,kendall,0.0,339
5,False,False,MLP,3-Hydroxyanthranilic acid,CMBT,negative,0,kendall,0.0,339
6,False,True,MLP,3-Phosphoglyceric acid,CMBT,negative,0,kendall,0.0,339
7,False,False,MLP,4-Hydroxyproline,CMBT,negative,0,kendall,0.0,339
8,False,False,MLP,5-Hydroxyindoleacetic acid,CMBT,negative,0,kendall,0.0,339
9,False,True,MLP,6-Phosphogluconic acid,CMBT,negative,0,kendall,0.0,339
10,False,False,MLP,Acetoacetic acid,CMBT,negative,0,kendall,0.0,339
11,False,True,MLP,Acetyl-CoA,CMBT,negative,0,kendall,0.0,339
12,False,False,MLP,Acetylcarnitine,CMBT,negative,0,kendall,0.0,339
13,False,False,MLP,Acetylcholine,CMBT,negative,0,kendall,0.0,339
14,False,False,MLP,Adenine,CMBT,negative,0,kendall,0.0,339
15,False,False,MLP,Adenosine diphosphate,CMBT,negative,0,kendall,0.0,339
0,True,True,MLP,Biotin,CMBT,negative,1,kendall,0.0,339
1,True,True,MLP,Cardiolipin 18:1,CMBT,negative,1,kendall,0.0,339
2,True,False,MLP,Carnosine,CMBT,negative,1,kendall,0.0,339
3,True,False,MLP,Cer d8:1/22:0 Cer,CMBT,negative,1,kendall,0.0,339
4,True,True,MLP,Citric acid,CMBT,negative,1,kendall,0.0,339
5,False,False,MLP,Adenosine monophosphate,CMBT,negative,1,kendall,0.0,339
6,False,False,MLP,Agmatine,CMBT,negative,1,kendall,0.0,339
7,False,False,MLP,Arginine,CMBT,negative,1,kendall,0.0,339
8,False,True,MLP,Argininosuccinic acid,CMBT,negative,1,kendall,0.0,339
9,False,False,MLP,Ascorbic acid,CMBT,negative,1,kendall,0.0,339
10,False,False,MLP,Butyric acid,CMBT,negative,1,kendall,0.0,339
11,False,False,MLP,Carnitine,CMBT,negative,1,kendall,0.0,339
12,False,True,MLP,Cholecalciferol,CMBT,negative,1,kendall,0.0,339
13,False,True,MLP,Cholic acid,CMBT,negative,1,kendall,0.0,339
14,False,False,MLP,Choline,CMBT,negative,1,kendall,0.0,339
15,False,True,MLP,Coenzyme A,CMBT,negative,1,kendall,0.0,339
0,True,False,MLP,Citrulline,CMBT,negative,2,kendall,0.0,339
1,True,False,MLP,Flavin adenine dinucleotide,CMBT,negative,2,kendall,0.0,339
2,True,False,MLP,Flavin mononucleotide,CMBT,negative,2,kendall,0.0,339
3,True,False,MLP,Folic acid,CMBT,negative,2,kendall,0.0,339
4,True,False,MLP,Fumaric acid,CMBT,negative,2,kendall,0.0,339
5,False,False,MLP,Creatine,CMBT,negative,2,kendall,0.0,339
6,False,False,MLP,Creatinine,CMBT,negative,2,kendall,0.0,339
7,False,False,MLP,Cyclic adenosine monophosphate,CMBT,negative,2,kendall,0.0,339
8,False,False,MLP,Cysteine,CMBT,negative,2,kendall,0.0,339
9,False,False,MLP,Cystine,CMBT,negative,2,kendall,0.0,339
10,False,False,MLP,Cytidine,CMBT,negative,2,kendall,0.0,339
11,False,False,MLP,Cytidine monophosphate,CMBT,negative,2,kendall,0.0,339
12,False,False,MLP,Cytosine,CMBT,negative,2,kendall,0.0,339
13,False,False,MLP,Dihydroxyacetone,CMBT,negative,2,kendall,0.0,339
14,False,False,MLP,Dihydroxyacetone phosphate,CMBT,negative,2,kendall,0.0,339
15,False,False,MLP,Dopamine,CMBT,negative,2,kendall,0.0,339
0,True,True,MLP,GM3 Ganglioside 18:0,CMBT,negative,3,kendall,0.0,339
1,True,False,MLP,Gluconic acid,CMBT,negative,3,kendall,0.0,339
2,True,False,MLP,Glucosyl cholesterol,CMBT,negative,3,kendall,0.0,339
3,True,True,MLP,Glutamic acid,CMBT,negative,3,kendall,0.0,339
4,True,True,MLP,Histidine,CMBT,negative,3,kendall,0.0,339
5,False,False,MLP,Epinephrine,CMBT,negative,3,kendall,0.0,339
6,False,False,MLP,Estradiol,CMBT,negative,3,kendall,0.0,339
7,False,False,MLP,"Fructose 1,6-bisphosphate",CMBT,negative,3,kendall,0.0,339
8,False,True,MLP,GlcCer d18:1/18:0,CMBT,negative,3,kendall,0.0,339
9,False,True,MLP,Glucosamine,CMBT,negative,3,kendall,0.0,339
10,False,False,MLP,Glucosamine 6-phosphate,CMBT,negative,3,kendall,0.0,339
11,False,True,MLP,Glucose,CMBT,negative,3,kendall,0.0,339
12,False,False,MLP,Glucose 6-phosphate,CMBT,negative,3,kendall,0.0,339
13,False,True,MLP,Glutamine,CMBT,negative,3,kendall,0.0,339
14,False,False,MLP,Glutathione,CMBT,negative,3,kendall,0.0,339
15,False,False,MLP,Glycerol 3-phosphate,CMBT,negative,3,kendall,0.0,339
0,True,False,MLP,Kynurenic acid,CMBT,negative,4,kendall,0.0,339
1,True,True,MLP,Lyso PA 18:1,CMBT,negative,4,kendall,0.0,339
2,True,True,MLP,Lyso PG 16:0,CMBT,negative,4,kendall,0.0,339
3,True,True,MLP,Lyso PI 17:1,CMBT,negative,4,kendall,0.0,339
4,True,True,MLP,Lyso PS 17:1,CMBT,negative,4,kendall,0.0,339
5,False,False,MLP,Glycerophosphocholine,CMBT,negative,4,kendall,0.0,339
6,False,False,MLP,Glycine,CMBT,negative,4,kendall,0.0,339
7,False,False,MLP,Guanine,CMBT,negative,4,kendall,0.0,339
8,False,False,MLP,Histamine,CMBT,negative,4,kendall,0.0,339
9,False,False,MLP,Homocysteine,CMBT,negative,4,kendall,0.0,339
10,False,False,MLP,Hypoxanthine,CMBT,negative,4,kendall,0.0,339
11,False,True,MLP,Kynurenine,CMBT,negative,4,kendall,0.0,339
12,False,False,MLP,L-Dopa,CMBT,negative,4,kendall,0.0,339
13,False,True,MLP,Lactic acid,CMBT,negative,4,kendall,0.0,339
14,False,False,MLP,Lyso PC 15:0,CMBT,negative,4,kendall,0.0,339
15,False,False,MLP,Lyso PE 18:0,CMBT,negative,4,kendall,0.0,339
0,True,True,MLP,Malic acid,CMBT,negative,5,kendall,0.0,339
1,True,False,MLP,N-Acetylaspartic acid,CMBT,negative,5,kendall,0.0,339
2,True,False,MLP,N-Acetylaspartylglutamic acid,CMBT,negative,5,kendall,0.0,339
3,True,False,MLP,N-Acetylglucosamine,CMBT,negative,5,kendall,0.0,339
4,True,True,MLP,PG 16:0-18:1,CMBT,negative,5,kendall,0.0,339
5,False,False,MLP,Malonic acid,CMBT,negative,5,kendall,0.0,339
6,False,False,MLP,Melatonin,CMBT,negative,5,kendall,0.0,339
7,False,False,MLP,Methionine,CMBT,negative,5,kendall,0.0,339
8,False,True,MLP,Mevalonic acid,CMBT,negative,5,kendall,0.0,339
9,False,False,MLP,Myo-inositol 1-phosphate,CMBT,negative,5,kendall,0.0,339
10,False,False,MLP,N-Acetylgalactosamine 6-phosphate,CMBT,negative,5,kendall,0.0,339
11,False,False,MLP,"N6,N6,N6-Trimethyllysine",CMBT,negative,5,kendall,0.0,339
12,False,False,MLP,Niacinamide,CMBT,negative,5,kendall,0.0,339
13,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),CMBT,negative,5,kendall,0.0,339
14,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",CMBT,negative,5,kendall,0.0,339
15,False,False,MLP,Nicotinamide riboside,CMBT,negative,5,kendall,0.0,339
0,True,True,MLP,PI 16:0-18:1,CMBT,negative,6,kendall,0.0,339
1,True,True,MLP,PI(5)P 18:1,CMBT,negative,6,kendall,0.0,339
2,True,True,MLP,PS (POPS) 16:0-18:1,CMBT,negative,6,kendall,0.0,339
3,True,False,MLP,Palmitoyl-CoA,CMBT,negative,6,kendall,0.0,339
